generation avg_fitness min_fitness max_fitness
228 20.0869 10.4975 27.2822
229 18.6576 8.32431 26.7618
230 18.9198 10.497 27.468
231 19.1804 9.30669 27.5017
232 19.0581 8.86308 27.1943
233 18.8833 8.20352 28.1597
234 19.2561 6.69906 28.1597
235 19.0142 10.0127 25.6849
236 19.4659 8.97845 27.5509
237 19.0891 9.29436 27.5509
238 19.5421 7.21016 27.6347
239 19.9854 8.83928 28.1697
240 20.2147 9.00725 28.6787
241 19.6439 7.71309 27.1835
242 20.3488 9.12671 28.6116
243 20.0862 8.21598 28.1109
244 19.7712 7.96764 27.003
245 20.2959 12.2508 28.1579
246 20.3939 11.5694 26.3759
247 19.8341 9.17293 26.3993
248 18.499 9.23901 27.752
249 18.3982 7.58064 27.752
250 18.4535 7.93773 26.7006
251 18.5635 9.79117 27.6942
252 18.9374 7.90715 26.2399
253 19.1643 9.94812 26.403
254 19.2538 8.69059 26.251
255 19.4937 9.03496 26.6092
256 18.8677 7.89602 27.3291
